SAMPLE ID	IGSN	SOURCE	REFERENCE	EXPEDITION ID	LATITUDE	LONGITUDE	LOC PREC	MAX ELEVATION	MIN ELEVATION	MIN AGE	AGE	MAX AGE	METHOD	ANALYZED MATERIAL	ROCK TYPE	ROCK NAME	MINERAL	SIO2	TIO2	AL2O3	FEOT	MGO	CAO	NA2O	K2O	SR87_SR86	ND143_ND144
KJALFELL 1-IS-41C		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.7689	-19.5	0.0001	640	640				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		47.4	1.49	15.8	11.8	8.43	12.3	2.12	0.12		
PETDB-3215-ML-73		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.71	2.2	13.67		6.42	10.49	2.14	0.4		
JS20019-004		EARTHCHEMDB	RHODES, J M, 2015	JS20019-004	18.8228	-155.723	0.0001	-1986	-1986				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		49.86	1.7	11.25		14.19	8.83	1.62	0.27		
PETDB-3215-ML-82		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.49	1.93	13.1		8.53	10.05	2.11	0.33		
JS20019-008		EARTHCHEMDB	RHODES, J M, 2015	JS20019-008	18.8227	-155.721	0.0001	-1805	-1805				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		47.07	1.22	8.27		23.02	6.67	0.97	0.2		
PETDB-3215-L91-105		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.61	2.13	13.75		6.81	10.47	2.28	0.43		
PETDB-3215-L90-77		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.57	2.14	13.79		6.77	10.52	2.05	0.44		
JS20023-007		EARTHCHEMDB	RHODES, J M, 2015	JS20023-007	18.6772	-155.686	0.0001	-3878	-3878				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		46.07	1.18	7.63		24.94	6.07	0.96	0.18		
PETDB-3215-ML-62A		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.4	2.05	13.25		7.63	10.42	2.09	0.36		
PETDB-3212-SR0205-1.30		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		47.61	2.22	10.48		15.55	8.86	1.69	0.36		
KRÁKUR 2-IS-114		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.9594	-19.8752	0.0001	1194	1194				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.4	1.28	15.46	10.9	8.6	12.75	1.51	0.07		
MOA9902-006-032		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.8527	-155.926	0.0001	-3400	-3400				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		49.97	2.02	11.12		13.55	8.62	2	0.32		
MOA9902-027-002		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	19.3545	-155.983	0.0001	-1750	-1750				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.97	2.13	14.05		6.97	11.28	2.28	0.38		
PETDB-3215-R110-3.10		EARTHCHEMDB	RHODES, J M, 2015	nr	19.7408	-155.05	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		50.19	1.85	12.37		10.75	9.64	2.23	0.28		
JS20020-014		EARTHCHEMDB	RHODES, J M, 2015	JS20020	18.8235	-155.708	0.0001	-857	-857				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.64	1.94	12.77		9.82	9.92	1.85	0.31		
PETDB-3211-R006-2.15-3.0		EARTHCHEMDB	RHODES, J M; HUANG, S; FREY, F A; PRINGLE, M; XU, G, 2012	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		47.31	2.32	11.98		12.67	9.59	1.91	0.95		
PETDB-3212-SR0028-2.20		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		46.92	1.24	8.02		22.58	6.72	1.17	0.24		
HRÚTFELL 7-IS-39		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.3863	-21.2119	0.0001	836	836				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.19	1.72	14.92	11.28	8.07	13.15	1.29	0.24		
PETDB-3211-R057-5.0-5.9		EARTHCHEMDB	RHODES, J M; HUANG, S; FREY, F A; PRINGLE, M; XU, G, 2012	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		50.2	2.54	13.13		7.91	10.65	2.28	0.33		
PETDB-3215-ML-263		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.35	1.99	13.43		7.9	10.31	2.3	0.37		
ÞÓRISJÖKULL 2-IS-64A		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.5414	-20.7984	0.0001	1035	1035				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.39	0.94	16.33	9.85	9.75	13.27	1.32	0.03		
KAK1982-ML4-011		EARTHCHEMDB	RHODES, J M, 2015	KAK1982	18.6192	-155.775	0.0001	-2113	-2113				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.21	2.11	11.9		11.57	9.33	1.99	0.39		
PETDB-3215-ML-278		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.09	1.92	12.99		9.14	9.97	2.44	0.35		
PETDB-3215-SR0031-0.50		EARTHCHEMDB	RHODES, J M, 2015	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		45.01	0.86	5.954		28.681	5.293	0.746	0.13		
PETDB-3215-R083-3.70		EARTHCHEMDB	RHODES, J M, 2015	nr	19.7408	-155.05	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		48.43	1.47	9.87		17.4	8.43	1.76	0.26		
JS20014-010		EARTHCHEMDB	RHODES, J M, 2015	JS20014-010	19.4538	-155.958	0.0001	-925	-925				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		47.01	2.88	15.31		6.75	9.55	3.19	0.6		
PIS1991-185-011		EARTHCHEMDB	RHODES, J M, 2015	PIS1991-185-011	18.7812	-155.715	0.0001	-1505	-1505				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.89	1.98	12.73		9.84	9.85	2.06	0.34		
JS20024-013		EARTHCHEMDB	RHODES, J M, 2015	JS20024-013	18.6355	-155.772	0.0001	-3982	-3982				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		48.81	1.69	10.43		16.4	8.12	1.64	0.3		
JS20017-016		EARTHCHEMDB	RHODES, J M, 2015	JS20017-016	19.3808	-155.946	0.0001	-1064	-1064				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		49.92	2.1	12.94		9.32	10.5	1.91	0.31		
PETDB-3212-SR0246-1.20		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		49.82	2.79	13.53		7.21	10.58	2.22	0.45		
PETDB-3212-SR0913-2.40		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		49.21	2.06	11.41		12.47	9.63	1.73	0.23		
MOA9902-013-027		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	19.1055	-156.321	0.0001	-4400	-4400				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		49.7	1.99	12.27		11.06	10.03	2.05	0.36		
PETDB-3215-ML-45		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.94	1.96	13.26		7.75	10.13	2.13	0.34		
MOA9902-018-025		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.8069	-155.85	0.0001	-3100	-3100				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		49.97	1.89	11.82		11.92	9.35	2.05	0.32		
HAWAII 2000-28		EARTHCHEMDB	ISRAEL, C; BOYET, M; DOUCELANCE, R; BONNAND, P; FROSSARD, P; AUCLAIR, D; BOUVIER, A, 2019	nr	19.4214	-155.283	0.0001						TIMS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT											0.512563
HAWAII 2000-28		EARTHCHEMDB	ISRAEL, C; BOYET, M; DOUCELANCE, R; BONNAND, P; FROSSARD, P; AUCLAIR, D; BOUVIER, A, 2019	nr	19.4214	-155.283	0.0001						Unknown	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.57	2.37	13.9		7.34	11.15	2.16	0.47		
PETDB-3212-SR0228-6.4		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		47.46	2.09	10.05		16.62	8.9	1.68	0.32		
PETDB-3215-ML-22		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.22	2.05	13.49		7.2	10.48	1.92	0.37		
MOA9902-009-015		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	19.1736	-156.042	0.0001	-2700	-2700				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.26	2.01	13.99		7.59	10.84	2.17	0.3		
PETDB-3212-SR0129-4.30		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		43.67	3.99	14.39		8.18	9.82	2.85	0.83		
PETDB-3212-SR0234-4.00		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		47.64	2.62	12.93		10.03	10.96	1.92	0.13		
PETDB-3215-ML-281		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.78	1.82	12.56		10.77	9.65	2.12	0.34		
MOA9902-012-042		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	19.0865	-156.145	0.0001	-3700	-3700				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.09	2.1	13.47		7.79	10.96	1.89	0.32		
PETDB-3212-SR0256-0.95		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		49.7	2.8	13.1		7.97	10.42	2.53	0.45		
PETDB-3212-SR0166-6.20		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		46.8	2.91	13.43		10.05	10.5	1.93	0.13		
PIS1991-183-013		EARTHCHEMDB	RHODES, J M, 2015	PIS1991-183-013	18.8787	-155.692	0.0001	-695	-695				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		49.23	1.81	11.38		14.11	8.97	2.23	0.29		
JS20024-014		EARTHCHEMDB	RHODES, J M, 2015	JS20024	18.8285	-155.699	0.1	-600	-600				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		49.74	1.95	11.61		12.47	9.06	1.94	0.37		
JS20023-003		EARTHCHEMDB	RHODES, J M, 2015	JS20023-003	18.6752	-155.685	0.0001	-4018	-4018				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.61	2.02	12.81		9.39	9.83	2.01	0.33		
JS20024-017		EARTHCHEMDB	RHODES, J M, 2015	JS20024-017	18.641	-155.767	0.0001	-3850	-3850				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		47.92	1.52	9.66		18.79	7.69	1.5	0.23		
JS20015-002		EARTHCHEMDB	RHODES, J M, 2015	JS20015-002	19.4853	-155.97	0.0001	-1748	-1748				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.96	2.13	14.15		6.76	11.28	2.27	0.38		
PETDB-3212-SR0594-8.70		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		47.44	1.89	9.44		18.73	7.97	1.51	0.21		
JS20305-017		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20305	21.9906	-158.901	0.0001	-2929	-2929				Unknown	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.98	2.95	12.12		9.44	10.17	2.37	0.8		
JS20305-017		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20305	21.9906	-158.901	0.0001	-2929	-2929				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.03	2.64	10.87		13.02	9	2.06	0.74		
JS20020-001		EARTHCHEMDB	RHODES, J M, 2015	JS20020-001	18.8237	-155.714	0.0001	-1353	-1353				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		46.6	1.23	8.08		23.08	6.63	1.13	0.24		
PETDB-3215-Ml-193		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.26	2.07	13.56		6.72	10.45	2.47	0.38		
MOA9902-017-038		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.942	-155.887	0.0001	-1700	-1700				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		50.07	1.65	11.7		13.46	9.27	1.83	0.27		
ÞÓRISJÖKULL 1-IS-61		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.5338	-20.8194	0.0001	917	917				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.88	1.03	15.7	10.24	8.85	13.86	1.39	0.03		
PETDB-3212-SR0050-3.30		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		50.66	2.17	13.39		8.53	10.27	1.16	0.25		
PETDB-3215-ML-23		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.95	2.01	13.46		7.28	10.3	2.14	0.35		
PETDB-3215-ML-89		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.6	2.06	13.43		7.62	10.45	2.23	0.36		
JS20018-001		EARTHCHEMDB	RHODES, J M, 2015	JS20018-001	19.467	-155.988	0.0001	-1251	-1251				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.9	2.02	13.34		7.6	10.22	1.97	0.36		
JS20026-011		EARTHCHEMDB	RHODES, J M, 2015	JS20026-010	19.157	-155.965	0.0001	-1393	-1393				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.69	2.14	13.65		7.19	10.42	2.41	0.42		
PETDB-3215-R004-2.2		EARTHCHEMDB	RHODES, J M, 2015	nr	19.7408	-155.05	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		51.42	2.22	13.54		6.69	10.28	2.55	0.44		
JS20019-013		EARTHCHEMDB	RHODES, J M, 2015	JS20019-013	18.8227	-155.719	0.0001	-1635	-1635				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		47.93	1.45	9.53		19.4	7.52	1.32	0.22		
LTH-IT‐192		EARTHCHEMDB	SINTON, J M; GROENVOLD, K; SAEMUNDSSON, K, 2005	nr	63.9251	-21.3922	1e-06						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.56	1.71	15.17	12.05	8.4	12.1	1.47	0.15		
PETDB-3215-ML-93		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.71	1.98	13.35		7.5	10.07	2.13	0.33		
PETDB-3215-L00-503		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.57	2.03	12.66		9.88	9.93	2.05	0.32		
PETDB-3215-NE-41		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.56	2.05	13.69		6.87	10.55	2.42	0.4		
PETDB-3212-SR0193-0.00		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		49	2.43	11.75		10.86	10.32	1.74	0.43		
PETDB-3215-L91-148		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		52.01	2.47	13.55		6.58	10.55	2.53	0.44		
HESTFJALL 12-IS-25A		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.0076	-20.649	0.0001	93	93				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		47.9	1.97	14.2	12.5	7.49	12.8	2.14	0.16		
HESTFJALL 12-IS-25A		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.0076	-20.649	0.0001	93	93				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.78	1.75	15.36	12.27	8.26	12.4	2	0.16		
MOA9902-018-017		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.8069	-155.85	0.0001	-3100	-3100				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.97	2.1	13.13		8.56	10.25	2.18	0.34		
PETDB-3215-R075-1.70		EARTHCHEMDB	RHODES, J M, 2015	nr	19.7408	-155.05	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		50.04	1.82	11.93		11.9	9.7	2.26	0.33		
JS20306-030		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20306	21.7703	-158.957	0.0001	-3131	-3131				TIMS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT										0.703759	0.512975
JS20306-030		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20306	21.7703	-158.957	0.0001	-3131	-3131				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.23	1.98	12.01		11.54	9.44	1.85	0.29		
PETDB-3214-SR0757-17.1		EARTHCHEMDB	HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q, 2016	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		46.17	1.7	9.19		20.11	7.81	1.26	0.2		
PETDB-3212-SR0-127-5.10		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		48.15	2.83	14.98		6.64	11.47	2.05	0.41		
PETDB-3215-L93-733A		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.63	2.18	13.8		6.85	10.47	1.88	0.46		
JS20017-012		EARTHCHEMDB	RHODES, J M, 2015	JS20017-012	19.3742	-155.933	0.0001	-772	-772				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	ALKALI BASALT		46.7	3.5	15.69		6.03	8.65	3.42	0.89		
PETDB-3215-ML-87		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		47.38	1.49	9.4		19.02	7.46	1.49	0.28		
93(07)76		EARTHCHEMDB	ISRAEL, C; BOYET, M; DOUCELANCE, R; BONNAND, P; FROSSARD, P; AUCLAIR, D; BOUVIER, A, 2019	nr	65.9505	-17.0831	1e-05						TIMS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT											0.512752
MOA9902-012-014		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	19.0865	-156.145	0.0001	-3700	-3700				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.14	2.42	14.29		6.39	10.39	2.25	0.38		
PETDB-3215-ML-255		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.54	2.11	13.82		6.7	10.52	2.38	0.39		
PETDB-3215-NE-18		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		52.28	2.12	13.91		6.62	10.55	2.42	0.45		
PETDB-3215-ML-41		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.54	1.75	12.02		10.75	9.17	1.85	0.29		
PETDB-3214-SR0168-2.9		EARTHCHEMDB	HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q, 2016	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		47.32	3.05	13.49		9.11	10.23	1.9	0.16		
LITLA-BJÖRNSFELL 2-IS-81		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.4918	-20.7811	0.0001	576	576				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.66	1.3	15.53	11.32	9.86	12.31	1.32	0.12		
PETDB-3215-ML-282		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.84	1.9	12.91		9.26	10.01	2.21	0.36		
PETDB-3215-L92-606		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.16	2.21	13.77		7.24	10.39	2.26	0.28		
HESTFJALL 7-IS-18		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.0132	-20.6791	0.0001	255	255				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		47.22	2.25	14.16	13.63	7.01	11.86	2.28	0.18		
PETDB-3212-SR0899-2.45		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		49.39	1.97	11.69		12.14	10.28	1.77	0.21		
LBH-IT-486		EARTHCHEMDB	EASON, D; SINTON, J M, 2009	nr	64.4815	-20.4269	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.78	1.62	17.06	10.63	6.72	13.27	1.86	0.16		
MOA9902-026-018		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	19.3612	-156.062	0.0001	-2900	-2900				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		49.99	1.75	11.77		12.43	9.08	1.95	0.3		
EIRÍKSJÖKULL 1-IS-91		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.7566	-20.5362	0.0001	533	533				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		49.34	1.04	17.14	10.4	7.85	13.37	1.59	0.07		
KRÁKUR 3-IS-116		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.9664	-19.8683	0.0001	1066	1066				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.16	1.32	15.29	10.97	8.62	12.68	1.51	0.07		
PETDB-3212-SR0066-4.10		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		44.23	1.01	6.31		29.71	4.62	0.75	0.07		
PETDB-3215-ML-95		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.93	1.99	13.29		7.55	10.15	2.02	0.33		
PETDB-3214-SR0762-4.6		EARTHCHEMDB	HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q, 2016	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		46.69	1.82	9.98		17.93	8.4	1.63	0.25		
PETDB-3215-NE-29		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.68	2.05	13.77		6.88	10.55	1.98	0.4		
