SAMPLE ID	IGSN	REFERENCES	EXPEDITION ID	LATITUDE	LONGITUDE	LOC PREC	MIN ELEVATION	MAX ELEVATION	MIN AGE	AGE	MAX AGE	METHODS	ANALYZED MATERIAL	ROCK TYPE	ROCK NAME	MINERAL	TECTONIC SETTING	SIO2	TIO2	AL2O3	FE2O3	FE2O3T	FEO	FEOT	MGO	CAO	NA2O	K2O	P2O5
DSDP060-0459B-058R-002/040-044		STRAUB, 2015	DSDP060	17.863	147.302	0.001	-4121	-4121				ICPAES	WHOLE ROCK	IGNEOUS:VOLCANIC:CLASTIC	TEPHRA		FOREARC	54	0.87	17.5		11.48			3.64	10.17	1.97	0.2	0.04
DSDP060-0459B-058R-002/144-148		STRAUB, 2015	DSDP060	17.863	147.302	0.001	-4121	-4121				ICPAES	WHOLE ROCK	IGNEOUS:VOLCANIC:CLASTIC	TEPHRA		FOREARC	56	0.73	18.1		9.47			3.33	9.92	2.04	0.23	0.06
PETDB-3350-T068		NIELSEN, 2017	nr	-15.8533	-173.745	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	BASALTIC ANDESITE		VOLCANIC_ARC	52.52	0.36	16.83	11.16				6.62	11.52	0.358	0.185	0.117
PETDB-3350-T071		NIELSEN, 2017	nr	-15.8533	-173.745	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.53	0.355	17.52	10.85				6.65	12.21	0.312	0.163	0.091
PETDB-3350-T072		NIELSEN, 2017	nr	-15.8533	-173.745	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.85	0.347	17	10.7				6.93	12.26	0.312	0.172	0.092
PETDB-3350-T073		NIELSEN, 2017	nr	-15.8533	-173.745	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	BASALTIC ANDESITE		VOLCANIC_ARC	52.51	0.435	16.96	11.57				5.81	11.46	0.594	0.186	0.107
PETDB-3350-NT052A		NIELSEN, 2017	nr	-15.9547	-173.78	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	BASALTIC ANDESITE		VOLCANIC_ARC	54.57	0.412	15.58	12.5				4.73	10.47	0.858	0.363	0.132
PETDB-3350-NT054		NIELSEN, 2017	nr	-15.9547	-173.78	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	BASALTIC ANDESITE		VOLCANIC_ARC	54.18	0.305	15.39	10.46				7.1	11.3	0.316	0.321	0.105
PETDB-3350-NT059		NIELSEN, 2017	nr	-15.9547	-173.78	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	BASALTIC ANDESITE		VOLCANIC_ARC	54.13	0.303	15.22	10.83				7.23	11.1	0.347	0.321	0.109
PETDB-3350-F08		NIELSEN, 2017	nr	-18.024	-174.325	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:FELSIC	DACITE		VOLCANIC_ARC	65.22	0.579	13.37	8.58				1.56	5.78	3.2	1.13	0.262
PETDB-3350-F20		NIELSEN, 2017	nr	-18.024	-174.325	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:FELSIC	DACITE		VOLCANIC_ARC	65.03	0.545	13.86	8.55				1.52	5.79	3.09	1.1	0.209
PETDB-3350-F30		NIELSEN, 2017	nr	-18.024	-174.325	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	60.28	0.633	14.4	10.95				2.6	7.42	2.34	0.846	0.191
PETDB-3350-F31		NIELSEN, 2017	nr	-18.024	-174.325	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	60.33	0.629	14.21	11.03				2.61	7.39	2.42	0.803	0.226
PETDB-3350-L03		NIELSEN, 2017	nr	-18.8019	-174.651	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	BASALTIC ANDESITE		VOLCANIC_ARC	54.31	0.587	15.78	11.41				5.17	10.38	1.3	0.518	0.178
PETDB-3350-L13		NIELSEN, 2017	nr	-18.8019	-174.651	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	BASALTIC ANDESITE		VOLCANIC_ARC	57.09	0.778	14.2	13				3.26	8.22	2.2	0.664	0.186
PETDB-3350-L20		NIELSEN, 2017	nr	-18.8019	-174.651	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	BASALTIC ANDESITE		VOLCANIC_ARC	53.58	0.518	16.21	10.9				5.82	11.14	0.958	0.413	0.118
PETDB-3350-L21		NIELSEN, 2017	nr	-18.8019	-174.651	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	BASALTIC ANDESITE		VOLCANIC_ARC	53.47	0.578	16.51	11.56				4.85	10.83	1.22	0.456	0.154
PETDB-3350-T101P		NIELSEN, 2017	nr	-19.67	-175.03	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	BASALTIC ANDESITE		VOLCANIC_ARC	52.77	0.805	17.46	10.95				4.28	10.81	1.82	0.542	0.233
PETDB-3350-T102		NIELSEN, 2017	nr	-19.67	-175.03	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	BASALTIC ANDESITE		VOLCANIC_ARC	53.39	0.766	16.29	11.36				5.37	10.06	1.72	0.488	0.189
PETDB-3350-TOF32		NIELSEN, 2017	nr	-19.75	-175.075	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	57.07	0.714	14.66	11.46				4.04	9.01	1.88	0.597	0.208
PETDB-3350-HHBF		NIELSEN, 2017	nr	-20.57	-175.38	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	BASALTIC ANDESITE		VOLCANIC_ARC	54.54	0.492	17.79	9.74				4.23	11.34	1.09	0.338	0.123
PETDB-3350-38983		NIELSEN, 2017	nr	-20.57	-175.38	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	BASALTIC ANDESITE		VOLCANIC_ARC	55.7	0.578	14.87	11.28				5.05	10.26	1.29	0.435	0.16
PETDB-3350-14782		NIELSEN, 2017	nr	-29.27	-177.92	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	48.9	0.722	16.01	11.98				7.36	12.07	1.93	0.117	0.143
PETDB-3350-23374		NIELSEN, 2017	nr	-29.27	-177.92	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	BASALTIC ANDESITE		VOLCANIC_ARC	52.28	0.599	15.76	9.87				7.16	11.79	1.84	0.252	0.128
PETDB-3350-22383		NIELSEN, 2017	nr	-29.27	-177.92	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	BASALTIC ANDESITE		VOLCANIC_ARC	53.03	0.646	17.29	10.4				5.14	10.72	2.12	0.2	0.105
PETDB-3350-23386		NIELSEN, 2017	nr	-29.27	-177.92	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	56.38	0.703	17.51	9.05				3.34	9.79	2.54	0.26	0.143
PETDB-3350-10379		NIELSEN, 2017	nr	-30.23	-178.43	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	48.01	0.619	19.73	9.75				5.8	13.33	1.91	0.382	0.149
PETDB-3350-10380		NIELSEN, 2017	nr	-30.23	-178.43	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	48.56	0.861	14.89	13.4				7.05	12.07	2.11	0.454	0.17
PETDB-3350-14849		NIELSEN, 2017	nr	-30.55	-178.57	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	BASALTIC ANDESITE		VOLCANIC_ARC	52.46	0.503	15.52	11.02				5.76	10.97	1.77	0.403	0.124
PETDB-3350-14864		NIELSEN, 2017	nr	-30.55	-178.57	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:FELSIC	DACITE		VOLCANIC_ARC	65.55	0.542	14.73	5.49				1.7	5.47	3.59	1.2	0.182
PETDB-3350-14831		NIELSEN, 2017	nr	-31.43	-178.9	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	BASALTIC ANDESITE		VOLCANIC_ARC	52.86	1.02	16.56	13.54				4.62	9.59	0.341	0.22	0.547
PETDB-3350-14837		NIELSEN, 2017	nr	-31.43	-178.9	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	BASALTIC ANDESITE		VOLCANIC_ARC	51.67	0.982	16.39	13.44				4.98	10.11	1.506	0.36	0.172
DSDP021-0204-001-004/103-106		EWART, 1998	DSDP021	-24.9545	-174.111	0.0001	-5354	-5354				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:CLASTIC	UNKNOWN		VOLCANIC_ARC	57.1	0.86	15.86	10.36				3.67	4.26	4.37	1.6	0.127
DSDP021-0204-003-002/103-106		EWART, 1998	DSDP021	-24.9545	-174.111	0.0001	-5354	-5354				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:CLASTIC	UNKNOWN		VOLCANIC_ARC	59.9	0.93	14.52	10.44				4.9	2.33	4.3	1.49	0.102
DSDP021-0204-009-003/067-070		EWART, 1998	DSDP021	-24.9545	-174.111	0.0001	-5354	-5354				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:CLASTIC	UNKNOWN		VOLCANIC_ARC	48.1	2.29	11.91	12.14				16.56	1.56	3.95	1.29	0.253
MELPHNX-2-054-003		MARSCHALL, 2017; REGELOUS, 1999	MELPHNX-2	10.4983	-103.513	0.0001	-3069	-3069				EMP; LA-ICPMS	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		OFF-AXIS_SPREADING_CENTER	50.954	1.77	14.46				10.84	6.99	11.56	2.69	0.1151	0.13
MELPHNX-2-064-002		MARSCHALL, 2017; REGELOUS, 1999	MELPHNX-2	10.4558	-103.626	0.0001	-3008	-3008				EMP; LA-ICPMS	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		OFF-AXIS_SPREADING_CENTER	50.602	2.52	13.45				13.97	5.51	9.96	3.27	0.175	0.21
MELPHNX-2-078-002		BATIZA, 1996; REGELOUS, 1999	MELPHNX-2	10.427	-103.863	0.001	-3142	-3142				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		OFF-AXIS_SPREADING_CENTER	52.723	3.2	12.42			14.74	14.74	3.9	7.99	3.68	0.38	0.48
MELPHNX-2-083-001		NIU, 1999	MELPHNX-2	11.4232	-103.43	0.0001	-2996	-2996				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		OFF-AXIS_SPREADING_CENTER	50.18	1.64	15.6				9.51	7.49	11.71	2.79	0.23	0.18
MELPHNX-2-094-001		MARSCHALL, 2017; NIU, 1999; PAN, 2003	MELPHNX-2	11.3692	-103.709	0.0001	-2863	-2863				EMP; LA-ICPMS	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		OFF-AXIS_SPREADING_CENTER	50.34	1.62	15.26			9.89	9.89	7.42	11.98	2.73	0.2292	0.15
MELPHNX-2-103-002		MARSCHALL, 2017; NIU, 1999; PAN, 2003	MELPHNX-2	11.3677	-103.78	0.0001	-2570	-2570				EMP; LA-ICPMS	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		OFF-AXIS_SPREADING_CENTER	52.4	2.41	13.78			12.48	12.48	4.78	8.97	3.86	0.5742	0.35
MELPHNX-2-108-001		DANYUSHEVSKY, 2000; MARSCHALL, 2017; PAN, 2003	MELPHNX-2	11.3423	-103.794	0.0001	-2724	-2724				EMP; LA-ICPMS	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		OFF-AXIS_SPREADING_CENTER	49.9	2.22	15.93			10.16	10.12	6.46	10.92	3.19	0.5914	0.27
MELPHNX-2-065-001		DANYUSHEVSKY, 2000; MARSCHALL, 2017	MELPHNX-2	10.4534	-103.637	0.0001	-2996	-2996				EMP; LA-ICPMS	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		OFF-AXIS_SPREADING_CENTER	50.37	2.49	13.07				13.61	5.5	10.01	2.9	0.2044	0.24
PETDB-3469-RAV-05		MIYAZAKI, 2018	nr	-23.8716	-147.69	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	44.83	2.54	14.73				11.94	8.13	13.29	2.89	1.02	0.43
PETDB-3469-RAV-08		MIYAZAKI, 2018	nr	-23.8716	-147.69	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	44.62	2.32	13.14				11.51	10.69	13.71	2.55	0.9	0.37
PETDB-3469-RAV-11		MIYAZAKI, 2018	nr	-23.8716	-147.69	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	42.59	3.52	15.61				12.74	6.89	12.34	3.96	1.48	0.67
PETDB-3469-RAV-20		MIYAZAKI, 2018	nr	-23.8716	-147.69	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	44.63	2.41	13.8				11.74	9.82	13.54	2.53	0.93	0.39
PETDB-3469-RAV 41		MIYAZAKI, 2018	nr	-23.8716	-147.69	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	46.3	2	11.7				10.51	11.16	15.86	1.52	0.48	0.28
PETDB-3469-RAV-06		MIYAZAKI, 2018	nr	-23.8542	-147.64	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	44.79	1.84	9.49				12.84	20.15	8.37	1.54	0.53	0.26
PETDB-3469-RAV-14		MIYAZAKI, 2018	nr	-23.8542	-147.64	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	47.51	1.77	10.65				11.16	16.16	9.92	1.98	0.48	0.22
PETDB-3469-RAV-17		MIYAZAKI, 2018	nr	-23.8542	-147.64	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	44.5	2.29	10.59				12.8	17	9.81	1.97	0.6	0.28
PETDB-3469-RAV-18		MIYAZAKI, 2018	nr	-23.8542	-147.64	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	45.6	1.7	9.6				13.82	18.13	8.79	1.33	0.61	0.24
PETDB-3469-RAV-23		MIYAZAKI, 2018	nr	-23.8542	-147.64	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	48.15	2.5	16.11				11.04	6.98	10.67	3.17	0.87	0.37
PETDB-3469-RAV-27		MIYAZAKI, 2018	nr	-23.8542	-147.64	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	48.07	2.22	12.31				12.08	12.52	8.43	2.9	0.88	0.41
PETDB-3469-RAV-30		MIYAZAKI, 2018	nr	-23.8542	-147.64	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	45.47	1.76	9.51				12.22	18.76	9.77	1.57	0.52	0.25
PETDB-3469-RAV-38		MIYAZAKI, 2018	nr	-23.8542	-147.64	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	48.21	2.62	16.06				10.87	6.57	11.36	2.99	0.79	0.36
PETDB-3469-RAV-39		MIYAZAKI, 2018	nr	-23.8542	-147.64	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	47.61	2.02	16.03				10.32	9.37	10.93	2.63	0.66	0.28
KLM1008-CT08-001		EMBLEY, 2018	KIL1008	-15.3767	-174.001	1e-05	-1507	-1507				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	68.62	0.66	12.39			7.35		0.77	4.24	1.66	1.13	0.22
KLM1008-CT08-002		EMBLEY, 2018	KIL1008	-15.3767	-174.001	1e-05	-1507	-1507				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	67.23	0.62	12.51			7.41		1.19	4.97	2.92	1.1	0.22
KLM1129-014-002		EMBLEY, 2018	KIL1129	-15.3509	-173.977	1e-05	-1855	-1820				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	68.47	0.6	12.62			7.24		1.26	4.85	3.01	1.05	0.2
KLM1129-011-001		EMBLEY, 2018	KIL1129	-15.4034	-174.032	1e-05	-1692	-1606				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	74.81	0.43	12.29			3.97		0.31	2.72	2.61	1.8	0.06
KLM1129-026-001		EMBLEY, 2018	KIL1129	-15.3821	-173.981	1e-05	-1765	-1690				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	71.15	0.52	11.61			5.79		0.75	3.68	2.85	1.62	0.19
KLM1129-012-003		EMBLEY, 2018	KIL1129	-15.393	-174.035	1e-05	-1730	-1556				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	65.01	0.71	13.82			7.85		1.71	5.58	2.84	1.32	0.19
KLM1129-013-002		EMBLEY, 2018	KIL1129	-15.4332	-174.034	1e-05	-2214	-2154				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	69.31	0.59	12.48			6.94		0.94	4.47	2.91	1.19	0.2
KLM1129-013-003		EMBLEY, 2018	KIL1129	-15.4332	-174.034	1e-05	-2214	-2154				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	68.98	0.57	12.51			6.91		1.02	4.51	2.87	1.19	0.18
KLM1024-003-001		EMBLEY, 2018	KIL1024	-15.2688	-174.031	1e-05	-2521	-2502				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	68.21	0.58	12.67			7.19		1.23	4.99	2.89	1.15	0.19
KLM1129-015-001		EMBLEY, 2018	KIL1129	-15.2801	-174.006	1e-05	-2420	-2287				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	66.48	0.59	13.1			7.82		1.5	5.52	2.77	1.06	0.16
KLM1129-015-006		EMBLEY, 2018	KIL1129	-15.2801	-174.006	1e-05	-2420	-2287				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	66.31	0.6	12.88			8.04		1.5	5.51	2.81	1.08	0.2
KLM1024-007-001		EMBLEY, 2018	KIL1024	-15.1794	-173.887	1e-05	-2531	-2506				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	65.99	0.63	12.76			7.83		1.47	5.52	2.67	1.08	0.18
KLM1024-006-006		EMBLEY, 2018	KIL1024	-15.1539	-173.914	1e-05	-2525	-2526				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	65.37	0.57	12.62			7.82		1.46	5.46	2.74	1.07	0.18
KLM1024-008-002		EMBLEY, 2018	KIL1024	-15.1622	-173.86	1e-05	-2617	-2620				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	65.74	0.61	12.79			8.02		1.47	5.55	2.79	1.07	0.19
KLM1024-008-008		EMBLEY, 2018	KIL1024	-15.1622	-173.86	1e-05	-2617	-2620				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	65.39	0.63	12.67			8.06		1.5	5.54	2.83	1.06	0.19
KLM1024-008-010		EMBLEY, 2018	KIL1024	-15.1622	-173.86	1e-05	-2617	-2620				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	65.53	0.6	12.63			8.02		1.48	5.54	2.8	1.06	0.19
KLM1024-009-003		EMBLEY, 2018	KIL1024	-15.2211	-173.884	1e-05	-2478	-2483				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	65.5	0.6	12.77			8.03		1.47	5.55	2.78	1.06	0.19
KLM1024-009-005		EMBLEY, 2018	KIL1024	-15.2211	-173.884	1e-05	-2478	-2483				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	65.44	0.61	12.59			8.02		1.49	5.54	2.76	1.05	0.2
KLM1024-009-006		EMBLEY, 2018	KIL1024	-15.2211	-173.884	1e-05	-2478	-2483				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	66.19	0.6	13.07			7.86		1.52	5.51	2.83	1.07	0.15
KLM1024-010-001		EMBLEY, 2018	KIL1024	-15.2164	-173.809	1e-05	-2536	-2579				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	66.18	0.61	13			7.89		1.49	5.52	2.83	1.06	0.18
KLM1024-010-003		EMBLEY, 2018	KIL1024	-15.2164	-173.809	1e-05	-2536	-2579				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	66.75	0.58	13.17			7.89		1.54	5.54	2.91	1.06	0.18
KLM1024-010-006		EMBLEY, 2018	KIL1024	-15.2164	-173.809	1e-05	-2536	-2579				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	66.3	0.61	13.04			7.87		1.52	5.53	2.79	1.07	0.18
KLM1024-011-003		EMBLEY, 2018	KIL1024	-15.1725	-173.8	1e-05	-2765	-2779				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	65.89	0.61	12.9			7.92		1.47	5.42	2.39	1	0.17
KLM1024-011-004		EMBLEY, 2018	KIL1024	-15.1725	-173.8	1e-05	-2765	-2779				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	65.94	0.59	12.79			7.77		1.5	5.5	2.8	1.06	0.17
KLM1024-004-001		EMBLEY, 2018	KIL1024	-15.1175	-173.999	1e-05	-2628	-2591				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	67.63	0.6	13.07			7.92		1.44	5.48	2.9	1.11	0.17
KLM1024-004-004		EMBLEY, 2018	KIL1024	-15.1175	-173.999	1e-05	-2628	-2591				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	66.77	0.59	13.08			7.94		1.5	5.55	2.86	1.07	0.17
KLM1024-004-009		EMBLEY, 2018	KIL1024	-15.1175	-173.999	1e-05	-2628	-2591				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	66.6	0.59	12.84			7.9		1.46	5.48	2.86	1.07	0.16
KLM1024-005-001		EMBLEY, 2018	KIL1024	-15.0782	-173.956	1e-05	-2523	-2513				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	66.69	0.58	12.86			7.99		1.54	5.59	2.86	1.1	0.17
KLM1024-005-002		EMBLEY, 2018	KIL1024	-15.0782	-173.956	1e-05	-2523	-2513				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	67.08	0.64	13.11			7.96		1.54	5.49	2.82	1.06	0.18
KLM1024-005-003		EMBLEY, 2018	KIL1024	-15.0782	-173.956	1e-05	-2523	-2513				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	66.71	0.61	13.01			7.99		1.54	5.53	2.8	1.08	0.18
KLM1024-024-003		EMBLEY, 2018	KIL1024	-14.8901	-173.942	1e-05	-2852	-2793				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	66.18	0.62	12.9			7.91		1.5	5.52	2.82	1.07	0.18
KLM1024-024-004		EMBLEY, 2018	KIL1024	-14.8901	-173.942	1e-05	-2852	-2793				EMP	GLASS	IGNEOUS:VOLCANIC:FELSIC	DACITE		BACK-ARC_BASIN	66.03	0.6	12.95			7.81		1.5	5.51	2.82	1.05	0.16
MELAVON-3-075-002		LABIDI, 2015	MELAVON-3	-14.1813	-169.718	0.0001	-2785	-2785				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	45.48	3.76	15.52			12.08		4.53	8.13	3.52	1.52	0.75
MELAVON-3-075-010		LABIDI, 2015	MELAVON-3	-14.1813	-169.718	0.0001	-2785	-2785				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	44.65	4.06	15.32			12.6		4.81	8.52	3.3	1.32	0.69
SO087-017-DS6		KENDRICK, 2017	SON0087	-21.92	55.66	0.01	-1084	-1322				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	47.2	4.1	13.8			12.1		4.6	9.8	3.6	0.5	0.6
SO087-018-DS3		KENDRICK, 2017	SON0087	-21.92	55.64	0.01	-2155	-2265				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	46.6	3.7	15.2			11.5		5.2	9.5	3.6	1.2	0.6
SO087-023-DS1		KENDRICK, 2017	SON0087	-21.92	55.66	0.01	-1594	-1819				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	48.4	3.3	14.5			10.9		5.1	10.6	3.3	1	0.6
SO084-059-DS3		KENDRICK, 2017	SON0084	-16.36	-9.01	0.01	-2555	-2555				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	52.8	2.1	15.9			11		2.8	6.1	4.9	1.8	1.2
SO084-063-DS3		KENDRICK, 2017	SON0084	-16.45	-9.08	0.01	-3189	-3189				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	47.4	4.1	13.9			13.4		4.5	8.7	3.7	1.2	0.8
PETDB-3301-PD 10021		KENDRICK, 2017	nr	67.2	-62.4	0.1						EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	49.8	1.3	15.1			9.8		7.8	13.21	1.82	0.19	0.29
PETDB-3301-PD 10024		KENDRICK, 2017	nr	67.2	-62.4	0.1						EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	49.2	1.3	15.5			10.2		7.8	13.28	1.74	0.14	0.28
SON0201-001B-009-001		YOGODZINSKI, 2015	SON0201	52.565	174.944	0.0001	-880	-880				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	53.21	1.03	18.61				7.77	5.31	9.81	3.24	0.73	0.15
