SAMPLE ID	IGSN	REFERENCES	EXPEDITION ID	LATITUDE	LONGITUDE	LOC PREC	MIN ELEVATION	MAX ELEVATION	MIN AGE	AGE	MAX AGE	METHODS	ANALYZED MATERIAL	ROCK TYPE	ROCK NAME	MINERAL	TECTONIC SETTING	SIO2	TIO2	AL2O3	FE2O3	FE2O3T	FEO	FEOT	MGO	CAO	NA2O	K2O	P2O5
KLM0417-028-001		GALE, 2013	KIL0417	-21.7834	-176.472	0.0001	-1945	-1945				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	56.4529	1.8552	13.5701				12.6182	3.2159	7.2267	3.1914	0.4593	0.2713
KLM0417-028-002		GALE, 2013	KIL0417	-21.7834	-176.472	0.0001	-1945	-1945				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	56.4696	1.8092	13.6145				12.6768	3.1677	7.2373	3.1329	0.4707	0.2817
KLM0417-028-003		GALE, 2013	KIL0417	-21.7834	-176.472	0.0001	-1945	-1945				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	55.4158	1.6635	13.9383				12.8909	3.6679	7.7818	2.8792	0.4178	0.2051
KLM0417-028-004		GALE, 2013	KIL0417	-21.7834	-176.472	0.0001	-1945	-1945				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	54.9686	1.6235	14.2006				12.4679	3.7475	7.9041	2.9403	0.396	0.2168
KLM0417-034-002		GALE, 2013	KIL0417	-21.5702	-176.406	1e-05	-1900	-1883				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	57.5168	1.7724	13.9447				12.013	3.3992	6.9166	3.281	0.3763	0.2548
KLM0417-034-005		GALE, 2013	KIL0417	-21.5702	-176.406	1e-05	-1900	-1883				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	57.2792	1.5029	15.2703				10.7406	3.0874	7.2646	3.5092	0.3762	0.2419
KLM0417-036-002		GALE, 2013	KIL0417	-21.4039	-176.382	1e-05	-1985	-1970				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	54.3885	1.6292	14.2994				12.5742	4.4167	8.5879	2.8565	0.3658	0.2151
KLM0417-036-003		GALE, 2013	KIL0417	-21.4039	-176.382	1e-05	-1985	-1970				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	53.3404	1.5467	14.3313				11.6446	4.9416	9.312	2.6622	0.2746	0.1728
KLM0417-041-001		GALE, 2013	KIL0417	-20.5344	-176.206	1e-05	-2488	-2505				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	48.9895	1.2727	16.451				8.2894	9.3766	11.964	2.4638	0.3406	0.2051
KLM0417-042-001		GALE, 2013	KIL0417	-20.6581	-176.177	1e-05	-2403	-2361				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	52.3388	1.0913	14.9374				10.1779	6.1089	10.7025	2.2363	0.1809	0.0952
KLM0417-042-004		GALE, 2013	KIL0417	-20.6581	-176.177	1e-05	-2403	-2361				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	51.3297	0.802	15.7018				9.3599	7.0925	11.9696	1.8726	0.1619	0.0935
KLM0417-042-008		GALE, 2013	KIL0417	-20.6581	-176.177	1e-05	-2403	-2361				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	52.8812	1.1018	14.938				10.229	5.8687	10.5996	2.3124	0.1856	0.1345
KLM0417-050-001		GALE, 2013	KIL0417	-20.7686	-176.193	1e-05	-2128	-2132				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	53.9567	1.5297	14.7997				12.4637	4.2197	8.4847	2.9553	0.2251	0.1342
KLM0417-051-001		GALE, 2013	KIL0417	-20.7584	-176.193	1e-05	-2172	-2032				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	54.3848	1.7552	13.7344				13.2258	3.7374	8.0814	2.9302	0.2689	0.1629
KLM0417-051-003		GALE, 2013	KIL0417	-20.7584	-176.193	1e-05	-2172	-2032				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	54.4853	1.5148	14.7971				12.5124	4.0616	8.2945	2.9429	0.2377	0.1517
KLM0417-053-001		GALE, 2013	KIL0417	-20.3105	-176.133	1e-05	-2782	-2738				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.8329	1.0277	15.2555				9.316	7.6528	12.3157	2.0278	0.0868	0.0794
KLM0417-CT02-001		GALE, 2013	KIL0417	-20.3271	-176.148	0.0001	-2728.55	-2728.55				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.8113	0.9495	15.4044				9.2828	7.617	12.4011	2.0749	0.0802	0.0513
KLM0417-CT02-004		GALE, 2013	KIL0417	-20.321	-176.139	0.001	-2723.17	-2723.17				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.4904	0.9718	15.2154				9.2135	7.6663	12.2827	2.0473	0.0864	0.0922
KLM0417-CT02-008		GALE, 2013	KIL0417	-20.3153	-176.136	0.0001	-2717.81	-2717.81				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49.9314	1.0457	15.3201				9.7501	8.4968	12.7164	2.3193	0.037	0.0948
KLM0417-CT03-002		GALE, 2013	KIL0417	-20.756	-176.187	0.001	-2123.24	-2123.24				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	53.5538	1.6633	14.1151				13.4775	4.1697	8.3324	2.934	0.2072	0.168
KLM0417-CT03-003		GALE, 2013	KIL0417	-20.756	-176.187	0.001	-2123.24	-2123.24				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	54.2688	1.4636	14.5497				12.7702	4.1652	8.3365	2.9138	0.2304	0.1379
KLM0417-CT03-004		GALE, 2013	KIL0417	-20.756	-176.187	0.001	-2123.24	-2123.24				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	54.7708	1.6162	13.8812				13.2935	3.9241	8.1288	2.931	0.2666	0.1707
KLM0417-CT03-005		GALE, 2013	KIL0417	-20.756	-176.187	0.001	-2123.24	-2123.24				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	53.0373	1.4572	14.4874				12.2379	4.9564	9.1873	2.6887	0.2764	0.162
KLM0417-CT03-006		GALE, 2013	KIL0417	-20.756	-176.187	0.001	-2123.24	-2123.24				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	53.5109	1.5738	14.2516				12.4113	4.6785	9.0039	2.8072	0.2848	0.1849
KLM0417-CT03-007		GALE, 2013	KIL0417	-20.756	-176.187	0.001	-2123.24	-2123.24				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	54.4175	1.7632	13.8541				13.2726	3.9994	8.1812	2.9243	0.2539	0.156
KLM0417-CT03-008		GALE, 2013	KIL0417	-20.756	-176.187	0.001	-2123.24	-2123.24				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	52.8765	1.4602	14.7675				12.1629	5.0151	9.2236	2.9235	0.2056	0.1555
KLM0417-CT04-001		GALE, 2013	KIL0417	-22.1563	-176.6	0.0001	-2070.39	-2070.39				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	63.8121	1.5251	13.0801				9.5427	1.5514	5.2722	3.2276	0.6559	0.43
KLM0417-CT04-003		GALE, 2013	KIL0417	-22.162	-176.602	0.001	-2029.59	-2029.59				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	55.3179	1.5847	14.3241				12.3537	4.052	8.107	3.0177	0.3901	0.1961
KLM0417-CT04-007		GALE, 2013	KIL0417	-22.1607	-176.599	0.0001	-2090.16	-2090.16				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	55.4724	1.7395	13.9789				13.3939	3.65	7.9529	2.8175	0.3939	0.2087
KLM0417-CT05-002		GALE, 2013	KIL0417	-22.1096	-176.608	0.0001	-1622.04	-1622.04				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	51.7602	0.9673	14.7429				11.28	6.0828	11.003	2.132	0.2304	0.0919
KLM0417-CT05-006		GALE, 2013	KIL0417	-22.1181	-176.609	0.0001	-1566.64	-1566.64				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	52.4371	1.1808	14.4276				11.8046	5.4872	10.5425	2.2162	0.2603	0.1275
KLM0417-CT07-002		GALE, 2013	KIL0417	-20.3348	-176.143	0.0001	-2703.62	-2703.62				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.845	1.0468	15.4516				9.4078	7.5314	12.1536	2.0542	0.087	0.0751
KLM0417-CT08-001		GALE, 2013	KIL0417	-20.3682	-176.154	0.0001	-2677.97	-2677.97				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.7179	0.9915	15.1883				9.2497	7.979	12.2266	1.9967	0.0903	0.083
KLM0417-CT08-002		GALE, 2013	KIL0417	-20.3978	-176.159	0.0001	-2633.88	-2633.88				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.1913	1.1255	15.4286				9.571	7.5341	12.1978	2.4292	0.0733	0.1154
KLM0417-CT08-003		GALE, 2013	KIL0417	-20.3774	-176.157	0.0001	-2661.9	-2661.9				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49.4754	0.8624	15.9777				8.9205	9.1546	13.0698	2.0456	0.0296	0.0831
KLM0417-CT09-001		GALE, 2013	KIL0417	-20.7731	-176.195	0.0001	-2153.28	-2153.28				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	53.6747	1.4923	14.3279				12.8127	4.1664	8.3111	2.9376	0.2463	0.1399
KLM0417-CT09-006		GALE, 2013	KIL0417	-20.7589	-176.191	0.0001	-2097.93	-2097.93				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	53.5868	1.4581	14.8078				12.4138	4.1723	8.4902	2.9604	0.2335	0.1441
KLM0417-CT11-001		GALE, 2013	KIL0417	-20.7568	-176.188	0.0001	-2135.07	-2135.07				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	54.598	1.5996	14.0969				12.9438	3.9964	7.9476	3.0456	0.262	0.1597
KLM0417-CT11-003		GALE, 2013	KIL0417	-20.7568	-176.188	0.0001	-2135.07	-2135.07				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	54.021	1.5413	14.6273				12.54	4.1215	8.3464	2.9044	0.2329	0.136
KLM0417-CT11-006		GALE, 2013	KIL0417	-20.7568	-176.188	0.0001	-2135.07	-2135.07				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	54.234	1.4587	14.6548				12.05	4.2197	8.3306	2.8942	0.2394	0.1421
KLM0417-CT11-007A		GALE, 2013	KIL0417	-20.7695	-176.194	0.0001	-2094.92	-2094.92				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	53.9108	1.47	14.1846				12.8439	4.5868	8.8565	2.7137	0.1835	0.1157
KLM0417-CT11-007B		GALE, 2013	KIL0417	-20.7695	-176.194	0.0001	-2094.92	-2094.92				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	51.7536	0.9285	16.0716				9.3344	6.589	11.4118	2.1398	0.1198	0.0873
KLM0417-CT11-008		GALE, 2013	KIL0417	-20.7699	-176.195	0.0001	-2091.4	-2091.4				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	53.6941	1.5464	14.9051				12.4149	4.4293	8.5274	3.1526	0.1886	0.1613
KLM0417-R003		GALE, 2013	KIL0417	-19.1665	-176.142	0.0001	-2860	-2860				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49.9032	0.9621	15.6902				9.1046	7.3155	12.5261	2.2598	0.1023	0.0682
KLM0417-R004		GALE, 2013	KIL0417	-19.2367	-176.143	0.0001	-2905	-2905				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.6535	0.9193	15.0007				9.1782	8.1823	12.5063	2.3247	0.0423	0.0641
KLM0417-R024		GALE, 2013	KIL0417	-20.3332	-176.143	1e-05	-2741	-2741				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.4855	0.9654	15.3379				9.3188	7.5791	12.2095	2.0785	0.0844	0.0627
KLM0417-R025		GALE, 2013	KIL0417	-20.3297	-176.143	0.0001	-2688	-2688				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.1043	0.9637	15.1605				9.3476	8.1495	12.6532	2.2237	0.0574	0.0692
KLM0417-R026		GALE, 2013	KIL0417	-20.3238	-176.141	1e-05	-2748	-2748				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	51.2528	0.9965	15.1403				10.1555	6.3405	11.2883	2.2701	0.1494	0.0818
KLM0417-R027		GALE, 2013	KIL0417	-20.338	-176.144	0.001	-2701	-2701				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49.8359	0.9662	15.2253				9.4689	8.7396	12.8779	2.2084	0.0217	0.0648
KLM0417-R028		GALE, 2013	KIL0417	-20.3495	-176.15	1e-05	-2678	-2678				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	49.8659	0.8848	15.28				9.307	9.0267	13.0767	2.0984	0.0185	0.0496
KLM0417-R029		GALE, 2013	KIL0417	-20.3403	-176.148	0.0001	-2712	-2712				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.2895	0.8782	15.4562				9.3819	8.8561	13.0707	2.0875	0.0194	0.0532
KLM0417-R030		GALE, 2013	KIL0417	-20.2018	-176.098	0.0001	-2726	-2726				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.4194	1.1401	15.3914				10.2079	6.8222	11.9562	2.3868	0.1193	0.1175
KLM0417-R031		GALE, 2013	KIL0417	-20.2465	-176.111	1e-05	-2778	-2778				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.6772	1.0359	15.0654				10.1026	8.1353	12.416	2.0462	0.0561	0.089
KLM0417-R032		GALE, 2013	KIL0417	-20.5816	-176.16	1e-05	-2549	-2549				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.9874	1.233	15.2741				10.5232	5.9634	10.9579	2.6361	0.32	0.2145
KLM0417-R033		GALE, 2013	KIL0417	-20.7344	-176.184	0.0001	-2192	-2192				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	52.7284	1.6736	13.8707				13.9262	4.4926	8.6582	2.8087	0.1863	0.1326
KLM0417-R034		GALE, 2013	KIL0417	-20.7522	-176.186	0.0001	-2127	-2127				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	54.2479	1.7219	14.157				13.1788	3.9596	8.1834	3.0809	0.2248	0.1521
KLM0417-R035		GALE, 2013	KIL0417	-20.7533	-176.187	0.0001	-2128	-2128				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	54.6089	1.7598	13.8969				13.3428	3.6951	7.8929	2.9748	0.2415	0.1982
KLM0417-R036		GALE, 2013	KIL0417	-20.9335	-176.236	1e-05	-2266	-2266				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	53.0375	1.4084	14.2215				12.4374	4.8533	9.2652	2.6807	0.1946	0.1176
KLM0417-R037		GALE, 2013	KIL0417	-20.8828	-176.218	1e-05	-2233	-2233				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	52.6098	1.0291	15.1354				10.3636	6.1423	10.5695	2.1321	0.2013	0.0889
KLM0417-R038		GALE, 2013	KIL0417	-20.8334	-176.208	1e-05	-2200	-2200				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	54.1243	1.4935	14.134				12.8789	4.24	8.4817	2.8434	0.2568	0.166
KLM0417-R039		GALE, 2013	KIL0417	-21.1081	-176.29	1e-05	-2268	-2268				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	54.4141	1.8518	13.8137				13.5727	3.5739	7.7199	3.2623	0.3034	0.2192
KLM0417-R040		GALE, 2013	KIL0417	-21.0993	-176.285	1e-05	-2325	-2325				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	53.8173	1.7557	13.6236				13.9546	3.7544	8.124	2.8775	0.2193	0.1557
KLM0417-R041		GALE, 2013	KIL0417	-21.0958	-176.286	0.0001	-2307	-2307				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	56.8846	1.8356	13.3791				13.2303	2.7464	7.0202	3.4079	0.2758	0.2859
KLM0417-R042		GALE, 2013	KIL0417	-21.104	-176.29	0.001	-2275	-2275				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	56.2048	1.8485	13.7326				13.0487	2.937	7.0127	3.3433	0.3928	0.2936
KLM0417-R043		GALE, 2013	KIL0417	-21.0669	-176.273	1e-05	-2425	-2425				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	52.8109	1.3854	14.5572				12.0337	5.045	9.1257	2.8712	0.2233	0.1615
KLM0417-R044		GALE, 2013	KIL0417	-20.9949	-176.253	0.0001	-2301	-2301				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	53.6224	1.859	13.4168				14.4278	3.691	8.108	2.9266	0.2182	0.1717
KLM0417-R045		GALE, 2013	KIL0417	-21.0321	-176.263	1e-05	-2322	-2322				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	53.6059	1.7568	13.4923				13.984	4.0246	8.4086	2.864	0.2096	0.1601
KLM0417-R046		GALE, 2013	KIL0417	-21.25	-176.339	1e-05	-2205	-2205				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	55.001	1.7166	14.0347				12.5213	3.8539	7.8166	3.1937	0.3848	0.2441
KLM0417-R047		GALE, 2013	KIL0417	-21.1964	-176.326	1e-05	-2219	-2219				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	59.4331	2.0429	13.3049				12.5533	1.71	6.0278	3.2302	0.4866	0.317
KLM0417-R048		GALE, 2013	KIL0417	-21.1564	-176.312	1e-05	-2267	-2267				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	53.5441	1.6087	14.0254				12.6827	4.2808	8.6957	2.9494	0.3779	0.2004
KLM0417-R049		GALE, 2013	KIL0417	-21.15	-176.309	1e-05	-2290	-2290				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	53.1618	1.8936	13.7057				14.2526	4.0428	8.2829	3.1512	0.1929	0.171
KLM0417-R050		GALE, 2013	KIL0417	-21.1426	-176.306	1e-05	-2282	-2282				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	54.0175	1.7639	13.7138				13.5948	3.9614	8.2271	3.0174	0.2884	0.1765
KLM0417-R051		GALE, 2013	KIL0417	-21.3402	-176.365	0.0001	-1985	-1985				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	55.2289	1.8564	13.7415				13.2094	3.5998	7.6911	3.0886	0.3785	0.2227
KLM0417-R053		GALE, 2013	KIL0417	-21.6616	-176.429	1e-05	-1798	-1798				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	52.1544	0.7482	16.2462				8.2494	7.2609	12.1281	1.6801	0.1298	0.075
KLM0417-R054		GALE, 2013	KIL0417	-21.8337	-176.487	1e-05	-1972	-1972				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	54.2399	1.726	13.9448				13.0232	4.0958	8.3747	3.0948	0.3124	0.2214
KLM0417-R057		GALE, 2013	KIL0417	-22.1334	-176.612	1e-05	-1654	-1654				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	51.7615	0.8948	15.1829				10.0651	6.8846	11.5936	1.8423	0.186	0.0892
KLM0417-R058		GALE, 2013	KIL0417	-22.1183	-176.608	1e-05	-1588	-1588				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	51.8462	0.9899	14.7259				11.0971	6.1721	11.0487	2.1084	0.2386	0.1041
KLM0417-R059		GALE, 2013	KIL0417	-22.104	-176.604	1e-05	-1657	-1657				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	53.3431	1.3527	14.2397				12.1622	4.8241	9.44	2.5835	0.3071	0.1443
KLM0417-R060		GALE, 2013	KIL0417	-22.0001	-176.567	1e-05	-1886	-1886				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	55.1249	1.6053	14.1887				12.4259	3.8788	8.0394	3.1946	0.3525	0.207
KLM0417-R061		GALE, 2013	KIL0417	-22.0762	-176.591	1e-05	-1751	-1751				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	53.5317	1.3482	14.2014				12.3798	4.6622	9.3008	2.6182	0.3073	0.1574
KLM0417-R063		GALE, 2013	KIL0417	-22.1437	-176.612	0.0001	-1712	-1712				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	62.2117	1.5221	13.8655				9.8215	1.7732	5.5723	3.0973	0.6095	0.3943
KLM0417-R066		GALE, 2013	KIL0417	-21.8083	-176.481	1e-05	-1915	-1915				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	55.1428	1.8271	13.8078				13.2309	3.6755	7.7211	3.1864	0.3669	0.2459
KLM0417-R067		GALE, 2013	KIL0417	-21.8666	-176.506	1e-05	-1882	-1882				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	53.2623	1.2146	15.7031				10.6625	4.7865	9.6927	2.6281	0.2509	0.1227
KLM0417-R068		GALE, 2013	KIL0417	-21.9137	-176.527	1e-05	-1950	-1950				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	68.42	0.73	13.36				7.77	0.85	3.89	3.09	0.8093	0.224
KLM0417-R069		GALE, 2013	KIL0417	-21.9417	-176.54	1e-05	-1836	-1836				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	56.6479	1.2749	14.7401				10.779	3.6803	7.8748	3.137	0.3957	0.1992
KLM0417-R070		GALE, 2013	KIL0417	-21.7418	-176.459	1e-05	-1901	-1901				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	54.36	1.8276	13.5826				13.5181	3.6704	8.0383	3.0185	0.3433	0.2213
KLM0417-R071		GALE, 2013	KIL0417	-21.6943	-176.441	1e-05	-1816	-1816				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	57.7866	1.3884	14.9759				10.4897	3.0257	7.1975	3.473	0.4185	0.2264
KLM0417-R072		GALE, 2013	KIL0417	-21.6002	-176.412	1e-05	-1880	-1880				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	57.7025	1.4065	15.0163				10.1197	3.2354	7.4517	3.4273	0.4145	0.2574
KLM0417-R073		GALE, 2013	KIL0417	-21.4577	-176.375	1e-05	-1835	-1835				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	51.2926	0.6181	16.008				8.376	7.7322	12.6279	1.613	0.1984	0.0805
KLM0417-R074		GALE, 2013	KIL0417	-21.2852	-176.353	1e-05	-2106	-2106				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	55.4786	1.7709	13.876				12.48	3.6427	7.5612	3.2974	0.4353	0.2736
KLM0417-R075		GALE, 2013	KIL0417	-20.2999	-176.132	1e-05	-2677	-2677				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	51.0172	1.0265	14.9493				9.7772	7.7648	12.1742	2.1857	0.0632	0.0928
KLM0417-R076		GALE, 2013	KIL0417	-20.3559	-176.151	1e-05	-2700	-2700				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.9175	0.9896	15.48				9.0851	7.6775	12.2939	2.0541	0.0976	0.0921
KLM0417-R077		GALE, 2013	KIL0417	-20.3641	-176.155	1e-05	-2713	-2713				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.8431	1.0086	15.2211				9.2989	7.8149	12.2895	2.0061	0.09	0.0847
KLM0417-R080		GALE, 2013	KIL0417	-20.5925	-176.163	1e-05	-2460	-2460				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	51.1942	0.8878	15.8916				8.7028	7.2263	12.0713	2.0449	0.1115	0.0975
KLM0417-R081		GALE, 2013	KIL0417	-20.6169	-176.165	1e-05	-2490	-2490				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	51.2586	0.8849	15.4933				9.5709	7.0358	11.8068	1.8731	0.1623	0.09
KLM0417-R082		GALE, 2013	KIL0417	-20.7	-176.175	0.001	-2284	-2284				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	53.4335	1.6597	14.0458				13.4111	4.373	8.6701	2.759	0.212	0.1722
KLM0417-R083		GALE, 2013	KIL0417	-20.7683	-176.192	0.0001	-2132	-2132				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	54.1098	1.4948	14.5618				12.455	4.3058	8.494	2.9348	0.2314	0.1482
